class, NOCom, NCLOC, DCP
./src/main/java/org/jfree/chart/renderer/xy/XYShapeRenderer.java,14,272,51.6
./src/main/java/org/jfree/chart/renderer/xy/XYSplineRenderer.java,13,258,44.28
./src/main/java/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java,11,293,48.14
./src/main/java/org/jfree/chart/renderer/xy/XYStepRenderer.java,15,167,47.15
./src/main/java/org/jfree/chart/renderer/xy/YIntervalRenderer.java,10,142,48.74
./src/main/java/org/jfree/chart/StandardChartTheme.java,20,947,42.4
./src/main/java/org/jfree/chart/swing/AbstractOverlay.java,3,32,68.32
./src/main/java/org/jfree/chart/swing/ApplicationFrame.java,2,35,69.3
./src/main/java/org/jfree/chart/swing/ChartFrame.java,2,25,69.88
./src/main/java/org/jfree/chart/swing/ChartMouseEvent.java,2,28,70.83
./src/main/java/org/jfree/chart/swing/ChartMouseListener.java,2,7,88.14
./src/main/java/org/jfree/chart/swing/ChartPanel.java,9,1575,42.73
./src/main/java/org/jfree/chart/swing/CrosshairOverlay.java,8,398,29.81
./src/main/java/org/jfree/chart/swing/DefaultSelectionZoomStrategy.java,4,156,34.73
./src/main/java/org/jfree/chart/swing/editor/ChartEditor.java,2,6,88.46
./src/main/java/org/jfree/chart/swing/editor/ChartEditorFactory.java,2,5,90
./src/main/java/org/jfree/chart/swing/editor/ChartEditorManager.java,3,18,77.78
./src/main/java/org/jfree/chart/swing/editor/DefaultAxisEditor.java,5,221,50.11
./src/main/java/org/jfree/chart/swing/editor/DefaultChartEditor.java,4,143,38.63
./src/main/java/org/jfree/chart/swing/editor/DefaultChartEditorFactory.java,2,10,82.76
./src/main/java/org/jfree/chart/swing/editor/DefaultLogAxisEditor.java,2,82,44.59
./src/main/java/org/jfree/chart/swing/editor/DefaultNumberAxisEditor.java,3,97,35.76
./src/main/java/org/jfree/chart/swing/editor/DefaultPlotEditor.java,5,365,34.94
./src/main/java/org/jfree/chart/swing/editor/DefaultPolarPlotEditor.java,3,110,41.18
./src/main/java/org/jfree/chart/swing/editor/DefaultTitleEditor.java,4,155,38.74
./src/main/java/org/jfree/chart/swing/editor/DefaultValueAxisEditor.java,4,226,38.42
./src/main/java/org/jfree/chart/swing/editor/FontChooserPanel.java,3,113,37.91
./src/main/java/org/jfree/chart/swing/editor/FontDisplayField.java,3,29,66.28
./src/main/java/org/jfree/chart/swing/editor/LCBLayout.java,2,147,37.71
./src/main/java/org/jfree/chart/swing/editor/PaintSample.java,2,43,57
./src/main/java/org/jfree/chart/swing/editor/StrokeChooserPanel.java,2,30,63.86
./src/main/java/org/jfree/chart/swing/editor/StrokeSample.java,2,72,50.68
./src/main/java/org/jfree/chart/swing/MouseWheelHandler.java,4,65,53.24
./src/main/java/org/jfree/chart/swing/NumberCellRenderer.java,2,30,61.54
./src/main/java/org/jfree/chart/swing/Overlay.java,3,7,91.03
./src/main/java/org/jfree/chart/swing/OverlayChangeEvent.java,2,7,86
./src/main/java/org/jfree/chart/swing/OverlayChangeListener.java,2,5,89.58
./src/main/java/org/jfree/chart/swing/PolarChartPanel.java,2,116,46.05
./src/main/java/org/jfree/chart/swing/SelectionZoomStrategy.java,4,24,85
./src/main/java/org/jfree/chart/swing/UIUtils.java,2,85,53.04
./src/main/java/org/jfree/chart/text/AttributedStringUtils.java,3,43,51.14
./src/main/java/org/jfree/chart/text/format/HexNumberFormat.java,2,46,66.18
./src/main/java/org/jfree/chart/text/format/HMSNumberFormat.java,2,32,69.52
./src/main/java/org/jfree/chart/text/format/LogFormat.java,2,98,55.86
./src/main/java/org/jfree/chart/text/format/RelativeDateFormat.java,2,229,54.29
./src/main/java/org/jfree/chart/text/G2TextMeasurer.java,3,18,71.43
./src/main/java/org/jfree/chart/text/TextAnchor.java,3,51,64.83
./src/main/java/org/jfree/chart/text/TextBlock.java,11,137,49.63
./src/main/java/org/jfree/chart/text/TextBlockAnchor.java,5,12,78.18
./src/main/java/org/jfree/chart/text/TextBox.java,8,204,46.03
./src/main/java/org/jfree/chart/text/TextFragment.java,9,126,52.99
./src/main/java/org/jfree/chart/text/TextLine.java,10,108,51.35
./src/main/java/org/jfree/chart/text/TextMeasurer.java,4,4,90.91
./src/main/java/org/jfree/chart/text/TextUtils.java,6,393,43.78
./src/main/java/org/jfree/chart/title/CompositeTitle.java,8,97,56.5
./src/main/java/org/jfree/chart/title/DateTitle.java,7,37,75.97
./src/main/java/org/jfree/chart/title/ImageTitle.java,7,176,46.67
./src/main/java/org/jfree/chart/title/ShortTextTitle.java,6,119,46.64
./src/main/java/org/jfree/chart/title/TextTitle.java,13,469,41.38
./src/main/java/org/jfree/chart/title/Title.java,9,180,54.55
./src/main/java/org/jfree/chart/urls/CategoryURLGenerator.java,4,6,91.78
./src/main/java/org/jfree/chart/urls/CustomCategoryURLGenerator.java,5,88,50.84
./src/main/java/org/jfree/chart/urls/CustomPieURLGenerator.java,8,95,53.43
./src/main/java/org/jfree/chart/urls/CustomXYURLGenerator.java,4,89,53.89
./src/main/java/org/jfree/chart/urls/PieURLGenerator.java,5,5,92.19
./src/main/java/org/jfree/chart/urls/StandardCategoryURLGenerator.java,6,86,51.96
./src/main/java/org/jfree/chart/urls/StandardPieURLGenerator.java,6,70,53.64
./src/main/java/org/jfree/chart/urls/StandardXYURLGenerator.java,8,58,58.57
./src/main/java/org/jfree/chart/urls/StandardXYZURLGenerator.java,2,9,85
./src/main/java/org/jfree/chart/urls/TimeSeriesURLGenerator.java,5,90,50.82
./src/main/java/org/jfree/chart/urls/XYURLGenerator.java,3,5,92.42
./src/main/java/org/jfree/chart/urls/XYZURLGenerator.java,3,5,91.8
./src/main/java/org/jfree/chart/util/AttrStringUtils.java,8,182,39.13
./src/main/java/org/jfree/chart/util/DefaultShadowGenerator.java,8,158,44.37
./src/main/java/org/jfree/chart/util/DirectionalGradientPaintTransformer.java,6,48,61.6
./src/main/java/org/jfree/chart/util/ExportUtils.java,12,112,46.92
./src/main/java/org/jfree/chart/util/GradientPaintTransformer.java,2,6,87.23
./src/main/java/org/jfree/chart/util/GradientPaintTransformType.java,2,7,82.5
./src/main/java/org/jfree/chart/util/PaintAlpha.java,5,144,59.44
./src/main/java/org/jfree/chart/util/ShadowGenerator.java,4,7,89.71
./src/main/java/org/jfree/chart/util/StandardGradientPaintTransformer.java,2,79,49.36
./src/main/java/org/jfree/chart/util/StringUtils.java,5,25,71.26
./src/main/java/org/jfree/data/category/CategoryDataset.java,4,6,90.77
./src/main/java/org/jfree/data/category/CategoryRangeInfo.java,3,7,88.71
./src/main/java/org/jfree/data/category/CategoryToPieDataset.java,8,155,48.68
./src/main/java/org/jfree/data/category/DefaultCategoryDataset.java,7,146,64.56
./src/main/java/org/jfree/data/category/DefaultIntervalCategoryDataset.java,8,380,48.79
./src/main/java/org/jfree/data/category/IntervalCategoryDataset.java,5,8,90.8
./src/main/java/org/jfree/data/category/SlidingCategoryDataset.java,8,152,56.32
./src/main/java/org/jfree/data/ComparableObjectItem.java,8,56,63.4
./src/main/java/org/jfree/data/ComparableObjectSeries.java,12,209,50.94
./src/main/java/org/jfree/data/DataUtils.java,7,126,48.99
./src/main/java/org/jfree/data/DefaultKeyedValue.java,7,56,62.42
./src/main/java/org/jfree/data/DefaultKeyedValues.java,9,203,50.85
./src/main/java/org/jfree/data/DefaultKeyedValues2D.java,13,255,49.7
./src/main/java/org/jfree/data/DomainInfo.java,5,6,91.89
./src/main/java/org/jfree/data/DomainOrder.java,6,6,87.23
./src/main/java/org/jfree/data/flow/DefaultFlowDataset.java,2,181,48.29
./src/main/java/org/jfree/data/flow/FlowDataset.java,2,14,88.62
./src/main/java/org/jfree/data/flow/FlowDatasetUtils.java,2,93,52.06
./src/main/java/org/jfree/data/flow/FlowKey.java,2,66,57.69
./src/main/java/org/jfree/data/flow/NodeKey.java,2,56,60
./src/main/java/org/jfree/data/function/Function2D.java,4,4,92.59
./src/main/java/org/jfree/data/function/LineFunction2D.java,4,42,65.29
./src/main/java/org/jfree/data/function/NormalDistributionFunction2D.java,4,50,61.24
./src/main/java/org/jfree/data/function/PolynomialFunction2D.java,6,38,67.52
./src/main/java/org/jfree/data/function/PowerFunction2D.java,4,42,65.29
./src/main/java/org/jfree/data/gantt/GanttCategoryDataset.java,4,15,90.63
./src/main/java/org/jfree/data/gantt/SlidingGanttCategoryDataset.java,6,283,54.13
./src/main/java/org/jfree/data/gantt/Task.java,8,98,57.21
./src/main/java/org/jfree/data/gantt/TaskSeries.java,8,79,57.07
./src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java,11,316,50.08
./src/main/java/org/jfree/data/gantt/XYTaskDataset.java,6,203,54.38
./src/main/java/org/jfree/data/general/AbstractDataset.java,7,70,68.33
./src/main/java/org/jfree/data/general/AbstractSeriesDataset.java,3,28,72
./src/main/java/org/jfree/data/general/Dataset.java,4,5,91.23
./src/main/java/org/jfree/data/general/DatasetChangeEvent.java,3,11,86.25
./src/main/java/org/jfree/data/general/DatasetChangeListener.java,3,5,91.23
./src/main/java/org/jfree/data/general/DatasetUtils.java,13,1459,37.27
./src/main/java/org/jfree/data/general/DefaultHeatMapDataset.java,7,136,55.7
./src/main/java/org/jfree/data/general/DefaultKeyedValueDataset.java,4,78,56.91
./src/main/java/org/jfree/data/general/DefaultKeyedValues2DDataset.java,3,8,85.96
./src/main/java/org/jfree/data/general/DefaultKeyedValuesDataset.java,3,5,89.13
./src/main/java/org/jfree/data/general/DefaultPieDataset.java,14,127,60.68
./src/main/java/org/jfree/data/general/DefaultValueDataset.java,6,42,67.19
./src/main/java/org/jfree/data/general/HeatMapDataset.java,3,13,90.78
./src/main/java/org/jfree/data/general/HeatMapUtils.java,4,50,57.98
./src/main/java/org/jfree/data/general/KeyedValueDataset.java,2,4,91.49
./src/main/java/org/jfree/data/general/KeyedValues2DDataset.java,3,4,91.49
./src/main/java/org/jfree/data/general/KeyedValuesDataset.java,3,4,90.7
./src/main/java/org/jfree/data/general/PieDataset.java,5,5,89.8
./src/main/java/org/jfree/data/general/Series.java,12,79,64.25
./src/main/java/org/jfree/data/general/SeriesChangeEvent.java,2,9,84.48
./src/main/java/org/jfree/data/general/SeriesChangeListener.java,3,5,90.74
./src/main/java/org/jfree/data/general/SeriesDataset.java,6,11,85.9
./src/main/java/org/jfree/data/general/SeriesException.java,2,8,86.21
./src/main/java/org/jfree/data/general/ValueDataset.java,2,4,91.49
./src/main/java/org/jfree/data/general/WaferMapDataset.java,5,109,60.07
./src/main/java/org/jfree/data/io/CSV.java,2,96,48.39
./src/main/java/org/jfree/data/ItemKey.java,4,4,91.49
./src/main/java/org/jfree/data/json/impl/JSONArray.java,4,72,50
./src/main/java/org/jfree/data/json/impl/JSONAware.java,2,4,90.24
./src/main/java/org/jfree/data/json/impl/JSONObject.java,4,85,51.43
./src/main/java/org/jfree/data/json/impl/JSONStreamAware.java,3,6,86.96
./src/main/java/org/jfree/data/json/impl/JSONValue.java,4,156,50.32
./src/main/java/org/jfree/data/json/JSONUtils.java,7,102,45.45
./src/main/java/org/jfree/data/KeyedObject.java,8,56,58.52
./src/main/java/org/jfree/data/KeyedObjects.java,8,149,52.7
./src/main/java/org/jfree/data/KeyedObjects2D.java,7,244,47.19
./src/main/java/org/jfree/data/KeyedValue.java,4,4,92
./src/main/java/org/jfree/data/KeyedValueComparator.java,9,84,44.37
./src/main/java/org/jfree/data/KeyedValueComparatorType.java,5,5,90.38
./src/main/java/org/jfree/data/KeyedValues.java,5,8,91.01
./src/main/java/org/jfree/data/KeyedValues2D.java,6,12,88.35
./src/main/java/org/jfree/data/KeyedValues2DItemKey.java,9,72,48.94
./src/main/java/org/jfree/data/KeyedValuesItemKey.java,7,49,54.21
./src/main/java/org/jfree/data/KeyToGroupMap.java,16,162,43.55
./src/main/java/org/jfree/data/Range.java,8,196,53.77
./src/main/java/org/jfree/data/RangeInfo.java,4,6,91.43
./src/main/java/org/jfree/data/RangeType.java,5,6,88.68
./src/main/java/org/jfree/data/resources/DataPackageResources.java,2,12,80.65
./src/main/java/org/jfree/data/resources/DataPackageResources_de.java,2,12,80.65
./src/main/java/org/jfree/data/resources/DataPackageResources_es.java,2,12,80.65
./src/main/java/org/jfree/data/resources/DataPackageResources_fr.java,2,12,80.33
./src/main/java/org/jfree/data/resources/DataPackageResources_pl.java,2,12,80.95
./src/main/java/org/jfree/data/resources/DataPackageResources_ru.java,2,12,79.66
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerCalculator.java,7,110,44.72
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerCategoryDataset.java,4,24,88.99
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerItem.java,7,125,52.47
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerXYDataset.java,5,17,89.7
./src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,8,412,52.59
./src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java,7,239,54.3
./src/main/java/org/jfree/data/statistics/DefaultMultiValueCategoryDataset.java,7,196,48.42
./src/main/java/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java,8,363,46.93
./src/main/java/org/jfree/data/statistics/HistogramBin.java,3,62,60.26
./src/main/java/org/jfree/data/statistics/HistogramDataset.java,8,213,54.19
./src/main/java/org/jfree/data/statistics/HistogramType.java,5,6,88.46
./src/main/java/org/jfree/data/statistics/MeanAndStandardDeviation.java,6,65,60.37
./src/main/java/org/jfree/data/statistics/MultiValueCategoryDataset.java,4,8,87.88
./src/main/java/org/jfree/data/statistics/Regression.java,4,223,32.42
./src/main/java/org/jfree/data/statistics/SimpleHistogramBin.java,7,130,49.81
./src/main/java/org/jfree/data/statistics/SimpleHistogramDataset.java,10,188,58.41
./src/main/java/org/jfree/data/statistics/StatisticalCategoryDataset.java,4,9,88.75
./src/main/java/org/jfree/data/statistics/Statistics.java,5,234,44.29
./src/main/java/org/jfree/data/time/DateRange.java,5,44,70.07
./src/main/java/org/jfree/data/time/Day.java,11,187,57.01
./src/main/java/org/jfree/data/time/DynamicTimeSeriesCollection.java,4,403,53.14
./src/main/java/org/jfree/data/time/FixedMillisecond.java,4,111,57.31
./src/main/java/org/jfree/data/time/Hour.java,9,197,55.53
./src/main/java/org/jfree/data/time/Millisecond.java,8,194,52.91
./src/main/java/org/jfree/data/time/Minute.java,9,207,53.79
./src/main/java/org/jfree/data/time/Month.java,8,239,51.72
./src/main/java/org/jfree/data/time/MovingAverage.java,8,165,44.26
./src/main/java/org/jfree/data/time/ohlc/OHLC.java,5,59,59.03
./src/main/java/org/jfree/data/time/ohlc/OHLCItem.java,6,51,60.47
./src/main/java/org/jfree/data/time/ohlc/OHLCSeries.java,6,38,70.08
./src/main/java/org/jfree/data/time/ohlc/OHLCSeriesCollection.java,12,187,58.81
./src/main/java/org/jfree/data/time/Quarter.java,11,198,55
./src/main/java/org/jfree/data/time/RegularTimePeriod.java,12,110,69.53
./src/main/java/org/jfree/data/time/Second.java,9,196,53.33
./src/main/java/org/jfree/data/time/SimpleTimePeriod.java,6,91,54.73
./src/main/java/org/jfree/data/time/TimePeriod.java,5,6,89.47
./src/main/java/org/jfree/data/time/TimePeriodAnchor.java,7,6,87.5
./src/main/java/org/jfree/data/time/TimePeriodFormatException.java,3,6,87.76
./src/main/java/org/jfree/data/time/TimePeriodValue.java,7,66,60.71
./src/main/java/org/jfree/data/time/TimePeriodValues.java,12,221,48
./src/main/java/org/jfree/data/time/TimePeriodValuesCollection.java,12,207,49.64
./src/main/java/org/jfree/data/time/TimeSeries.java,19,606,48.29
./src/main/java/org/jfree/data/time/TimeSeriesCollection.java,18,323,51.28
./src/main/java/org/jfree/data/time/TimeSeriesDataItem.java,10,66,65.26
./src/main/java/org/jfree/data/time/TimeSeriesTableModel.java,4,127,47.08
./src/main/java/org/jfree/data/time/TimeTableXYDataset.java,11,230,59
./src/main/java/org/jfree/data/time/Week.java,9,302,49.24
./src/main/java/org/jfree/data/time/Year.java,10,141,61.68
./src/main/java/org/jfree/data/UnknownKeyException.java,2,6,88.68
./src/main/java/org/jfree/data/Value.java,3,4,92.31
./src/main/java/org/jfree/data/Values.java,5,5,91.53
./src/main/java/org/jfree/data/Values2D.java,4,6,91.3
./src/main/java/org/jfree/data/xml/CategoryDatasetHandler.java,3,48,60.33
./src/main/java/org/jfree/data/xml/CategorySeriesHandler.java,5,56,58.21
./src/main/java/org/jfree/data/xml/DatasetReader.java,5,74,54.04
./src/main/java/org/jfree/data/xml/DatasetTags.java,3,9,84.21
./src/main/java/org/jfree/data/xml/ItemHandler.java,2,62,58.94
./src/main/java/org/jfree/data/xml/KeyHandler.java,2,53,62.41
./src/main/java/org/jfree/data/xml/PieDatasetHandler.java,2,45,62.81
./src/main/java/org/jfree/data/xml/RootHandler.java,2,39,65.79
./src/main/java/org/jfree/data/xml/ValueHandler.java,2,60,59.18
./src/main/java/org/jfree/data/xy/AbstractIntervalXYDataset.java,3,41,64.66
./src/main/java/org/jfree/data/xy/AbstractXYDataset.java,4,28,68.89
./src/main/java/org/jfree/data/xy/AbstractXYZDataset.java,3,13,78.33
./src/main/java/org/jfree/data/xy/CategoryTableXYDataset.java,7,143,62.66
./src/main/java/org/jfree/data/xy/DefaultHighLowDataset.java,9,155,61.06
./src/main/java/org/jfree/data/xy/DefaultIntervalXYDataset.java,8,197,62.48
./src/main/java/org/jfree/data/xy/DefaultOHLCDataset.java,6,128,60
./src/main/java/org/jfree/data/xy/DefaultTableXYDataset.java,12,293,49.66
./src/main/java/org/jfree/data/xy/DefaultWindDataset.java,7,186,52.79
./src/main/java/org/jfree/data/xy/DefaultXYDataset.java,8,148,58.77
./src/main/java/org/jfree/data/xy/DefaultXYZDataset.java,7,158,60.7
./src/main/java/org/jfree/data/xy/IntervalXYDataset.java,4,11,91.97
./src/main/java/org/jfree/data/xy/IntervalXYDelegate.java,9,180,58.72
./src/main/java/org/jfree/data/xy/IntervalXYZDataset.java,4,10,89.69
./src/main/java/org/jfree/data/xy/MatrixSeries.java,4,75,62.5
./src/main/java/org/jfree/data/xy/MatrixSeriesCollection.java,8,108,60.29
./src/main/java/org/jfree/data/xy/NormalizedMatrixSeries.java,4,35,73.28
./src/main/java/org/jfree/data/xy/OHLCDataItem.java,5,77,57.69
./src/main/java/org/jfree/data/xy/OHLCDataset.java,3,13,91.28
./src/main/java/org/jfree/data/xy/TableXYDataset.java,4,4,92.98
./src/main/java/org/jfree/data/xy/Vector.java,3,48,64.44
./src/main/java/org/jfree/data/xy/VectorDataItem.java,3,36,69.23
./src/main/java/org/jfree/data/xy/VectorSeries.java,3,44,72.84
./src/main/java/org/jfree/data/xy/VectorSeriesCollection.java,10,115,62.05
./src/main/java/org/jfree/data/xy/VectorXYDataset.java,5,6,91.78
./src/main/java/org/jfree/data/xy/WindDataset.java,5,5,92.54
./src/main/java/org/jfree/data/xy/XIntervalDataItem.java,6,34,67.31
./src/main/java/org/jfree/data/xy/XIntervalSeries.java,3,40,75.31
./src/main/java/org/jfree/data/xy/XIntervalSeriesCollection.java,11,140,61.11
./src/main/java/org/jfree/data/xy/XisSymbolic.java,4,6,91.67
./src/main/java/org/jfree/data/xy/XYBarDataset.java,6,125,64.79
./src/main/java/org/jfree/data/xy/XYCoordinate.java,3,71,54.19
./src/main/java/org/jfree/data/xy/XYDataItem.java,9,93,58.11
./src/main/java/org/jfree/data/xy/XYDataset.java,5,11,89.81
./src/main/java/org/jfree/data/xy/XYDatasetTableModel.java,2,73,69.71
./src/main/java/org/jfree/data/xy/XYDomainInfo.java,5,6,89.09
./src/main/java/org/jfree/data/xy/XYInterval.java,4,58,59.44
./src/main/java/org/jfree/data/xy/XYIntervalDataItem.java,5,56,58.21
./src/main/java/org/jfree/data/xy/XYIntervalSeries.java,3,49,74.07
./src/main/java/org/jfree/data/xy/XYIntervalSeriesCollection.java,10,132,63.03
./src/main/java/org/jfree/data/xy/XYItemKey.java,8,70,49.28
./src/main/java/org/jfree/data/xy/XYRangeInfo.java,4,6,89.29
./src/main/java/org/jfree/data/xy/XYSeries.java,15,425,52.35
./src/main/java/org/jfree/data/xy/XYSeriesCollection.java,14,371,47.6
./src/main/java/org/jfree/data/xy/XYZDataset.java,4,5,91.67
./src/main/java/org/jfree/data/xy/YInterval.java,4,41,63.39
./src/main/java/org/jfree/data/xy/YIntervalDataItem.java,5,37,64.08
./src/main/java/org/jfree/data/xy/YIntervalSeries.java,3,39,76.07
./src/main/java/org/jfree/data/xy/YIntervalSeriesCollection.java,12,122,61.99
./src/main/java/org/jfree/data/xy/YisSymbolic.java,4,6,91.78
./src/main/java/org/jfree/data/xy/YWithXInterval.java,4,41,64.66
